,mac,zone,floor,strength,ssid
2589,60:a4:4c:27:55:98,15.0,3.0,-73.0,sec_ics 2
3207,60:a4:4c:27:55:9c,15.0,4.0,-83.0,sec_ics 2
3953,64:d1:54:02:ac:a2,9.0,5.0,-63.0,NMKN-RoC
2387,64:d1:54:9e:86:63,12.0,3.0,-75.0,335_Y-5
1819,64:d1:54:9e:86:64,12.0,3.0,-66.0,335_Y-2
2763,6a:1c:08:c0:dd:a7,7.0,2.0,-71.0,
391,6c:19:8f:f6:55:11,11.0,7.0,-60.0,704_1
314,6c:3b:6b:ff:51:77,14.0,2.0,-74.0,IU4-net-2
1842,6c:3b:6b:ff:59:b7,9.0,3.0,-73.0,IU4-net
2159,70:4f:57:84:15:b2,11.0,3.0,-78.0,TP-Link_15B2
1190,70:8b:cd:b1:c0:d0,2.0,2.0,-86.0,350
2123,70:8b:cd:b1:c0:d4,9.0,3.0,-83.0,350_5G
131,74:4d:28:4a:e5:74,11.0,10.0,-57.0,dsplab
2737,74:d0:2b:83:bc:c4,7.0,2.0,-77.0,ASUS
825,74:da:88:a4:b9:1f,14.0,4.0,-64.0,rk9-metodroom_EXT
1550,7c:0e:ce:3c:04:e8,13.0,3.0,-80.0,
